line,verdict,stage_reason,csv_name,csv_city,candidate_id,candidate_name,candidate_city,candidate_michelin_2025,proposed,confidence,reason,decision
700,new_venue,,La Mandale,Nantes,,,,,new,high,"no candidate in nantes, nor anywhere in France holding a Michelin 2025 row",
704,new_venue,,"Alice, le bistrot - Manoir de la Mortière",Les Sables-d'Olonne,ve_754eff4295,"Alice, le bistrot",les-sables-dolonne,Bib Gourmand,use:ve_754eff4295,high,same tier both years: Bib,
707,new_venue,,Le Café des Arts,Beaulieu-sous-la-Roche,ve_8c4a5d6040,Restaurant Le Café des Arts,beaulieu-sous-la-roche,Bib Gourmand,use:ve_8c4a5d6040,high,same tier both years: Bib,
709,new_venue,,L'Éden,Houlgate,,,,,new,high,"no candidate in houlgate, nor anywhere in France holding a Michelin 2025 row",
710,review_venue,same_key_other_city,L'Atelier,Montaigu,ve_101f57b1dc,Restaurant L'Atelier,issigeac (other city),Bib Gourmand,,,"blank on purpose: line 844 proposes the same venue ve_101f57b1dc. Two rows cannot be one venue - pick the one that is it and make the other new. (city differs: db issigeac, michelin Montaigu; the venue is not moved; the discrepancy is recorded here)",
714,new_venue,,SaQuaNa,Honfleur,ve_5185174abe,Restaurant SaQuaNa,honfleur,Bib Gourmand,use:ve_5185174abe,high,same tier both years: Bib,
715,new_venue,,L'Envers du Décor,Les Herbiers,,,,,new,high,"no candidate in les-herbiers, nor anywhere in France holding a Michelin 2025 row",
717,new_venue,,La P'tite Patte,Cholet,,,,,new,high,"no candidate in cholet, nor anywhere in France holding a Michelin 2025 row",
718,new_venue,,Le Jour du Poisson,Saint-Denis-d'Oléron,ve_ba565e3a5e,Jour Du Poisson,saint-denis-doleron,Bib Gourmand,use:ve_ba565e3a5e,high,same tier both years: Bib,
722,new_venue,,Sillage,Saint-Pierre-d'Oléron,ve_ede8b18173,Restaurant Sillage,saint-pierre-doleron,Bib Gourmand,use:ve_ede8b18173,high,same tier both years: Bib,
725,new_venue,,La Plage,Audresselles,,,,,new,high,"no candidate in audresselles, nor anywhere in France holding a Michelin 2025 row",
726,new_venue,,Bistrot du Pollet,Dieppe,ve_503267190f,Le Bistrot du Pollet,dieppe,Bib Gourmand,use:ve_503267190f,high,same tier both years: Bib,
728,new_venue,,La Ferme du Vert,Wierre-Effroy,,,,,new,high,"no candidate in wierre-effroy, nor anywhere in France holding a Michelin 2025 row",
731,new_venue,,Les Pieds Dans l'Eau,Saint-Langis-lès-Mortagne,ve_0320deb2e1,"Restaurant ""Les Pieds dans l’eau""",saint-langis-les-mortagne,Bib Gourmand,use:ve_0320deb2e1,high,same tier both years: Bib,
736,new_venue,,La Clé des Champs,Favières,,,,,new,high,"no candidate in favieres, nor anywhere in France holding a Michelin 2025 row",
739,new_venue,,Restaurant du Dauphin,La Ferté-Bernard,,,,,new,high,"no candidate in la-ferte-bernard, nor anywhere in France holding a Michelin 2025 row",
740,new_venue,,Renée,Dunkirk,,,,,new,high,"no candidate in dunkirk, nor anywhere in France holding a Michelin 2025 row",
743,new_venue,,L'IØDE,Saintes,ve_25fc60c8fe,Restaurant l'IØDE,saintes,Bib Gourmand,use:ve_25fc60c8fe,high,same tier both years: Bib,
748,new_venue,,L'Épine,Azay-le-Rideau,,,,,new,high,"no candidate in azay-le-rideau, nor anywhere in France holding a Michelin 2025 row",
750,new_venue,,Briket' Bistrot,Guéthary,,,,,new,high,"no candidate in guethary, nor anywhere in France holding a Michelin 2025 row",
752,new_venue,,Léonie,Biarritz,,,,,new,high,"no candidate in biarritz, nor anywhere in France holding a Michelin 2025 row",
754,new_venue,,Auberge Le Centre Poitou,Coulombiers,,,,,new,high,"no candidate in coulombiers, nor anywhere in France holding a Michelin 2025 row",
757,new_venue,,Madame B,Bordeaux,ve_379053fb48,Restaurant Madame B,bordeaux,Bib Gourmand,use:ve_379053fb48,high,same tier both years: Bib,
758,new_venue,,Mets Mots,Bordeaux,,,,,new,high,"no candidate in bordeaux, nor anywhere in France holding a Michelin 2025 row",
759,new_venue,,Panaille,Bordeaux,,,,,new,high,"no candidate in bordeaux, nor anywhere in France holding a Michelin 2025 row",
760,new_venue,,Racines by Daniel Gallacher,Bordeaux,,,,,new,high,"no candidate in bordeaux, nor anywhere in France holding a Michelin 2025 row",
761,new_venue,,La Conciergerie,Sailly-sur-la-Lys,ve_c5c9e9cfed,Restaurant La Conciergerie,sailly-sur-la-lys,Bib Gourmand,use:ve_c5c9e9cfed,high,same tier both years: Bib,
763,new_venue,,Kedem,Bordeaux,ve_c9006ee0d1,Restaurant Kedem,bordeaux,Bib Gourmand,use:ve_c9006ee0d1,high,same tier both years: Bib,
765,new_venue,,La Table d'Inomoto,Saint-André-de-Cubzac,,,,,new,high,"no candidate in saint-andre-de-cubzac, nor anywhere in France holding a Michelin 2025 row",
767,new_venue,,Les Arpents,Amboise,ve_e75d63b3fb,Restaurant Les Arpents,amboise,Bib Gourmand,use:ve_e75d63b3fb,high,same tier both years: Bib,
768,new_venue,,Le Gantxo,Guiche,,,,,new,high,"no candidate in guiche, nor anywhere in France holding a Michelin 2025 row",
769,new_venue,,Ô en Couleur,Oucques,,,,,new,high,"no candidate in oucques, nor anywhere in France holding a Michelin 2025 row",
770,new_venue,,Le Mana,Saint-André-lez-Lille,,,,,new,high,"no candidate in saint-andre-lez-lille, nor anywhere in France holding a Michelin 2025 row",
771,new_venue,,La Croix Blanche,Veuzain-sur-Loire,,,,,new,high,"no candidate in veuzain-sur-loire, nor anywhere in France holding a Michelin 2025 row",
772,new_venue,,Balsamique,Wambrechies,,,,,new,high,"no candidate in wambrechies, nor anywhere in France holding a Michelin 2025 row",
773,new_venue,,Jarapea,Irouléguy,ve_049080c2ad,Restaurant Jarapea,irouleguy,Bib Gourmand,use:ve_049080c2ad,high,same tier both years: Bib,
774,new_venue,,Art'zain,Irissarry,,,,,new,high,"no candidate in irissarry, nor anywhere in France holding a Michelin 2025 row",
778,new_venue,,La Bistronomie,Angoulême,,,,,new,high,"no candidate in angouleme, nor anywhere in France holding a Michelin 2025 row",
783,new_venue,,Avarum,Fougères-sur-Bièvre,,,,,new,high,"no candidate in fougeres-sur-bievre, nor anywhere in France holding a Michelin 2025 row",
785,new_venue,,Domus,Mont-près-Chambord,,,,,new,high,"no candidate in mont-pres-chambord, nor anywhere in France holding a Michelin 2025 row",
786,new_venue,,Baca'v - Boulogne,Boulogne-Billancourt,,,,,new,high,"no candidate left once the venue another row of this batch speaks for is set aside; dropped: ve_fe36d30da6 (Baca'v, Paris) is already spoken for by line 823 (Baca'v par Gilles Choukroun, new_venue, same city)",
788,new_venue,,La Chatellenie,Availles-Limouzine,,,,,new,high,"no candidate in availles-limouzine, nor anywhere in France holding a Michelin 2025 row",
790,review_city,city_not_found,Charnu,Lamorlaye,,,,,new,high,"no candidate anywhere in France holding a Michelin 2025 row; needs city: Lamorlaye, France",
791,review_city,city_not_found,Rosette,Clichy,,,,,new,high,"no candidate anywhere in France holding a Michelin 2025 row; needs city: Clichy, France",
792,new_venue,,Bistrot des Fables,Paris,,,,,new,high,"no candidate in paris, nor anywhere in France holding a Michelin 2025 row",
793,new_venue,,Mova,Paris,,,,,new,high,"no candidate in paris, nor anywhere in France holding a Michelin 2025 row",
794,new_venue,,Le Radis Beurre,Paris,,,,,new,high,"no candidate in paris, nor anywhere in France holding a Michelin 2025 row",
795,new_venue,,20 Eiffel,Paris,,,,,new,high,"no candidate in paris, nor anywhere in France holding a Michelin 2025 row",
796,new_venue,,BRU,Paris,,,,,new,high,"no candidate in paris, nor anywhere in France holding a Michelin 2025 row",
797,new_venue,,Adami,Paris,,,,,new,high,"no candidate in paris, nor anywhere in France holding a Michelin 2025 row",
798,new_venue,,Le CasseNoix,Paris,,,,,new,high,"no candidate in paris, nor anywhere in France holding a Michelin 2025 row",
799,new_venue,,Mandoobar,Paris,,,,,new,high,"no candidate in paris, nor anywhere in France holding a Michelin 2025 row",
800,new_venue,,Kisin,Paris,,,,,new,high,"no candidate in paris, nor anywhere in France holding a Michelin 2025 row",
801,new_venue,,L'Antre Amis,Paris,,,,,new,high,"no candidate in paris, nor anywhere in France holding a Michelin 2025 row",
802,new_venue,,Les Canailles Pigalle,Paris,,,,,new,high,"no candidate in paris, nor anywhere in France holding a Michelin 2025 row",
806,new_venue,,La Table de Mee,Paris,ve_38c864a72f,Table de MEE,paris,Bib Gourmand,use:ve_38c864a72f,high,same tier both years: Bib,
808,new_venue,,Farouche,Montrouge,ve_c199298031,Restaurant Farouche,montrouge,Bib Gourmand,use:ve_c199298031,high,same tier both years: Bib,
811,new_venue,,Capsule,Paris,,,,,new,high,"no candidate in paris, nor anywhere in France holding a Michelin 2025 row",
823,new_venue,,Baca'v par Gilles Choukroun,Paris,,,,,new,high,"no candidate in paris, nor anywhere in France holding a Michelin 2025 row",
825,new_venue,,Jip,Paris,,,,,new,high,"no candidate in paris, nor anywhere in France holding a Michelin 2025 row",
832,new_venue,,Villa Mirasol - Bistrot 1912,Mont-de-Marsan,ve_0500893ff4,Villa Mirasol,mont-de-marsan,Bib Gourmand,use:ve_0500893ff4,high,same tier both years: Bib,
833,new_venue,,Etchemaite,Larrau,,,,,new,high,"no candidate in larrau, nor anywhere in France holding a Michelin 2025 row",
834,review_venue,same_key_other_city,Bird,Yerres,,,,,new,high,"no candidate in yerres, nor anywhere in France holding a Michelin 2025 row",
837,new_venue,,Côté Bastide,Sainte-Foy-la-Grande,ve_ccea7da354,Restaurant Côté Bastide,sainte-foy-la-grande,Bib Gourmand,use:ve_ccea7da354,high,same tier both years: Bib,
840,new_venue,,Café Louise,Périgueux,,,,,new,high,"no candidate in perigueux, nor anywhere in France holding a Michelin 2025 row",
844,review_venue,same_key_other_city,L'Atelier,Issigeac,ve_101f57b1dc,Restaurant L'Atelier,issigeac,Bib Gourmand,,,blank on purpose: line 710 proposes the same venue ve_101f57b1dc. Two rows cannot be one venue - pick the one that is it and make the other new. (same tier both years: Bib),
845,new_venue,,L'Attanum,Saint-Yrieix-la-Perche,,,,,new,high,"no candidate in saint-yrieix-la-perche, nor anywhere in France holding a Michelin 2025 row",
850,new_venue,,Monsieur Robert,Saint-Robert,ve_4b86bdb91b,Restaurant monsieur Robert,saint-robert,Bib Gourmand,use:ve_4b86bdb91b,high,same tier both years: Bib,
853,new_venue,,La Table du Cinq,Bagnères-de-Bigorre,ve_9c40a9dbe3,Restaurant La Table du Cinq,bagneres-de-bigorre,Bib Gourmand,use:ve_9c40a9dbe3,high,same tier both years: Bib,
861,new_venue,,Auberge des Aryelets,Aulon,,,,,new,high,"no candidate in aulon, nor anywhere in France holding a Michelin 2025 row",
864,review_venue,same_key_other_city,Le Bouche à Oreille,Tulle,,,,,new,high,"no candidate left once the venue another row of this batch speaks for is set aside; dropped: ve_2304caab1b (Le Bouche à Oreille, Le Havre) is already spoken for by line 711 (Le Bouche à Oreille, match)",
868,new_venue,,L'Ô à la Bouche,Cahors,,,,,new,high,"no candidate in cahors, nor anywhere in France holding a Michelin 2025 row",
873,new_venue,,Bistrot DuPont,Pont-Sainte-Marie,,,,,new,high,"no candidate in pont-sainte-marie, nor anywhere in France holding a Michelin 2025 row",
879,new_venue,,Une Table à Deux,Toulouse,ve_53f4614426,Restaurant Une Table à Deux,toulouse,Bib Gourmand,use:ve_53f4614426,high,same tier both years: Bib,
880,new_venue,,Le Carré de l'Ange,Saint-Lizier,,,,,new,high,"no candidate in saint-lizier, nor anywhere in France holding a Michelin 2025 row",
895,new_venue,,L'Auberge des Montagnes,Pailherols,ve_63beffdf34,Auberge des Montagnes,pailherols,Bib Gourmand,use:ve_63beffdf34,high,same tier both years: Bib,
898,new_venue,,Le Boudes La Vigne,Boudes,ve_b2c8a6b932,"Restaurant ""Le Boudes La Vigne""",boudes,Bib Gourmand,use:ve_b2c8a6b932,high,same tier both years: Bib,
899,new_venue,,Sodade,Chaudes-Aigues,ve_7e93feef0e,Hôtel & Restaurant Sodade,chaudes-aigues,Bib Gourmand,use:ve_7e93feef0e,high,same tier both years: Bib,
900,new_venue,,Bistrot Saveurs,Castres,,,,,new,high,"no candidate in castres, nor anywhere in France holding a Michelin 2025 row",
903,new_venue,,Colette - Domaine de la Plagnette,Les Salles,,,,,new,high,"no candidate in les-salles, nor anywhere in France holding a Michelin 2025 row",
905,new_venue,,Aux 3 Capitaines,Malroy,,,,,new,high,"no candidate in malroy, nor anywhere in France holding a Michelin 2025 row",
906,new_venue,,L'Ouillette,Santenay,ve_e4010e1996,Hôtel-Restaurant l'Ouillette,santenay,Bib Gourmand,use:ve_e4010e1996,high,same tier both years: Bib,
907,new_venue,,La Gabale,Aumont-Aubrac,,,,,new,high,"no candidate in peyre-en-aubrac, nor anywhere in France holding a Michelin 2025 row",
910,new_venue,,Bistrot Lucien,Gevrey-Chambertin,,,,,new,high,"no candidate in gevrey-chambertin, nor anywhere in France holding a Michelin 2025 row",
912,new_venue,,Spica,Dijon,,,,,new,high,"no candidate in dijon, nor anywhere in France holding a Michelin 2025 row",
913,new_venue,,L'Évidence,Dijon,,,,,new,high,"no candidate in dijon, nor anywhere in France holding a Michelin 2025 row",
914,review_venue,norm_key_too_short,So,Dijon,ve_1986da12de,SO,dijon,Bib Gourmand,use:ve_1986da12de,high,"the name reduces to under three characters, so no key can match it automatically (norm_key_too_short); ""SO"" in dijon is the same name written out; same tier both years: Bib",
915,new_venue,,L'Alicanta,Le Rozier,,,,,new,high,"no candidate in le-rozier, nor anywhere in France holding a Michelin 2025 row",
916,new_venue,,Hostellerie d'Héloïse,Cluny,,,,,new,high,"no candidate in cluny, nor anywhere in France holding a Michelin 2025 row",
918,new_venue,,L'Ermitage,Espaly-Saint-Marcel,ve_87ca1da3d6,restaurant l'Ermitage,espaly-saint-marcel,Bib Gourmand,use:ve_87ca1da3d6,high,same tier both years: Bib,
920,new_venue,,Le Bouchon Bourguignon,Tournus,,,,,new,high,"no candidate in tournus, nor anywhere in France holding a Michelin 2025 row",
921,new_venue,,L'Auberge des Gourmets,Le Villars,ve_b2691cae1e,Auberge des Gourmets,le-villars,Bib Gourmand,use:ve_b2691cae1e,high,same tier both years: Bib,
923,new_venue,,Le Beaujolais,Belleville-en-Beaujolais,ve_156553c418,Restaurant Le Beaujolais,belleville-en-beaujolais,Bib Gourmand,use:ve_156553c418,high,same tier both years: Bib,
924,new_venue,,Maison Vidal - Le Bistrot de Justin,Saint-Julien-Chapteuil,ve_4dd54878f0,Maison vidal,saint-julien-chapteuil,Bib Gourmand,use:ve_4dd54878f0,high,same tier both years: Bib,
925,new_venue,,L'Abbaye Caladoise,Villefranche-sur-Saône,,,,,new,high,"no candidate in villefranche-sur-saone, nor anywhere in France holding a Michelin 2025 row",
928,new_venue,,Bellavista,Prats-de-Mollo-la-Preste,,,,,new,high,"no candidate in prats-de-mollo-la-preste, nor anywhere in France holding a Michelin 2025 row",
930,new_venue,,Le Balcon,Combeaufontaine,,,,,new,high,"no candidate in combeaufontaine, nor anywhere in France holding a Michelin 2025 row",
931,new_venue,,Grain de Sel,Dole,ve_be663c0406,Restaurant Grain de Sel,dole,Bib Gourmand,use:ve_be663c0406,high,same tier both years: Bib,
933,new_venue,,Cave à Vin & à Manger - Maison Saint-Crescent,Narbonne,,,,,new,high,"no candidate in narbonne, nor anywhere in France holding a Michelin 2025 row",
934,new_venue,,L'Ogustin,La Vacquerie-et-Saint-Martin-de-Castries,ve_8d0beae410,Restaurant l'ogustin,la-vacquerie-et-saint-martin-de-castries,Bib Gourmand,use:ve_8d0beae410,high,same tier both years: Bib,
940,new_venue,,Téjérina - Hôtel de la Place,Polliat,ve_82af616d87,Le Restaurant Téjérina,polliat,Bib Gourmand,use:ve_82af616d87,high,same tier both years: Bib,
941,new_venue,,Agastache,Lyon,,,,,new,high,"no candidate in lyon, nor anywhere in France holding a Michelin 2025 row",
946,new_venue,,La Virée,Lyon,,,,,new,high,"no candidate in lyon, nor anywhere in France holding a Michelin 2025 row",
947,new_venue,,Lazare Escarguel,Perpignan,,,,,new,high,"no candidate in perpignan, nor anywhere in France holding a Michelin 2025 row",
948,new_venue,,La Meunière,Lyon,,,,,new,high,"no candidate in lyon, nor anywhere in France holding a Michelin 2025 row",
953,new_venue,,Accentué,Lyon,ve_aa93720dd2,Restaurant Accentué,lyon,Bib Gourmand,use:ve_aa93720dd2,high,same tier both years: Bib,
954,new_venue,,Le Kitchen,Lyon,ve_e83ea265c3,Restaurant Le Kitchen,lyon,Bib Gourmand,use:ve_e83ea265c3,high,same tier both years: Bib,
955,new_venue,,Danton,Lyon,,,,,new,high,"no candidate in lyon, nor anywhere in France holding a Michelin 2025 row",
956,new_venue,,Siprès,Lyon,,,,,new,high,"no candidate in lyon, nor anywhere in France holding a Michelin 2025 row",
959,new_venue,,Bergamote,Lyon,ve_76d0e682fb,Restaurant Bergamote,lyon,Bib Gourmand,use:ve_76d0e682fb,high,same tier both years: Bib,
960,new_venue,,Le Pré Saint Jean,Pézenas,ve_4e73948e8f,Restaurant Pré Saint Jean,pezenas,Bib Gourmand,use:ve_4e73948e8f,high,same tier both years: Bib,
961,new_venue,,Vertfeuille,Arc-et-Senans,,,,,new,high,"no candidate in arc-et-senans, nor anywhere in France holding a Michelin 2025 row",
963,new_venue,,Les Nymphéas,Chasse-sur-Rhône,,,,,new,high,"no candidate in chasse-sur-rhone, nor anywhere in France holding a Michelin 2025 row",
968,new_venue,,Bistrot Brioude,Neyrac-les-Bains,,,,,new,high,"no candidate in neyrac-les-bains, nor anywhere in France holding a Michelin 2025 row",
969,new_venue,,Le Cottage,Chonas-l'Amballan,,,,,new,high,"no candidate in chonas-lamballan, nor anywhere in France holding a Michelin 2025 row",
970,new_venue,,Le Bistronôme,Arbois,,,,,new,high,"no candidate in arbois, nor anywhere in France holding a Michelin 2025 row",
977,new_venue,,Le Saisonnier,Roye,,,,,new,high,"no candidate in roye, nor anywhere in France holding a Michelin 2025 row",
979,new_venue,,Le Temps d'Aime,Lattes,ve_6db828084a,Temps d'Aime,lattes,Bib Gourmand,use:ve_6db828084a,high,same tier both years: Bib,
982,new_venue,,Julien,Fouday,,,,,new,high,"no candidate in fouday, nor anywhere in France holding a Michelin 2025 row",
983,new_venue,,Le Saint-Georges,Palavas-les-Flots,ve_05c971ee12,Restaurant Le Saint Georges,palavas-les-flots,Bib Gourmand,use:ve_05c971ee12,high,same tier both years: Bib,
987,new_venue,,Epona,Baix,,,,,new,high,"no candidate in baix, nor anywhere in France holding a Michelin 2025 row",
988,new_venue,,Le Cygne,Gundershoffen,ve_1990fd1147,Restaurant Le Cygne,gundershoffen,Bib Gourmand,use:ve_1990fd1147,high,same tier both years: Bib,
989,new_venue,,La Châtaigneraie - Perle des Vosges,Muhlbach-sur-Munster,,,,,new,high,"no candidate in muhlbach-sur-munster, nor anywhere in France holding a Michelin 2025 row",
990,new_venue,,L'Auberge du Pont des Pierres,Montanges,ve_a86b721c0e,Auberge du pont des pierres,montanges,Bib Gourmand,use:ve_a86b721c0e,high,same tier both years: Bib,
991,review_city,country_label_disagrees,L'Olivier,Munster,ve_120e307eb0,Restaurant L'Olivier,munster-fr (other city),Bib Gourmand,use:ve_120e307eb0,medium,"city differs: db munster-fr, michelin Munster - the same commune, stored under a split slug (""Munster, France"") that the label cannot reach; the venue is not moved; the discrepancy is recorded here",
992,review_city,country_label_disagrees,Les Grands Arbres - Verte Vallée,Munster,,,,,city:ci_aafc2b6136,high,"the city is not missing: cities holds munster-fr (display ""Munster, France""), which no normalisation of ""Munster"" reaches - so this needs a city, not a new one created",
993,new_venue,,Le Bistrot 270,Malataverne,ve_40366c0dda,Restaurant Le Bistrot 270,malataverne,Bib Gourmand,use:ve_40366c0dda,high,same tier both years: Bib,
994,new_venue,,La Rochette,Labaroche,,,,,new,high,"no candidate in labaroche, nor anywhere in France holding a Michelin 2025 row",
995,new_venue,,Len'K - La Maison Bonnet,Grane,,,,,new,high,"no candidate in grane, nor anywhere in France holding a Michelin 2025 row",
996,new_venue,,La Vieille Forge,Kaysersberg,,,,,new,high,"no candidate in kaysersberg, nor anywhere in France holding a Michelin 2025 row",
997,new_venue,,Winstub du Chambard,Kaysersberg,,,,,new,high,"no candidate in kaysersberg, nor anywhere in France holding a Michelin 2025 row",
998,new_venue,,Le Bistr'AU - Le Mas de Boudan,Nîmes,,,,,new,high,"no candidate in nimes, nor anywhere in France holding a Michelin 2025 row",
1000,new_venue,,L'AO - L'Aigle d'Or,Rimbach-près-Guebwiller,,,,,new,high,"no candidate in rimbach-pres-guebwiller, nor anywhere in France holding a Michelin 2025 row",
1001,new_venue,,La Taverne Alsacienne,Ingersheim,ve_cdbc14778f,Taverne Alsacienne,ingersheim,Bib Gourmand,use:ve_cdbc14778f,high,same tier both years: Bib,
1003,new_venue,,Auberge du Pont de la Zorn,Weyersheim,,,,,new,high,"no candidate in weyersheim, nor anywhere in France holding a Michelin 2025 row",
1006,new_venue,,Chez Yvonne - S'Burjerstuewel,Strasbourg,ve_b4a6a34762,Chez Yvonne,strasbourg,Bib Gourmand,use:ve_b4a6a34762,high,same tier both years: Bib,
1007,new_venue,,Au Pont Corbeau,Strasbourg,ve_3d9ae68450,Restaurant Au Pont Corbeau,strasbourg,Bib Gourmand,use:ve_3d9ae68450,high,same tier both years: Bib,
1008,new_venue,,L'Arbre Vert,Berrwiller,,,,,new,high,"no candidate in berrwiller, nor anywhere in France holding a Michelin 2025 row",
1013,new_venue,,Le Bourgeon,Alby-sur-Chéran,ve_a58543d5a3,Restaurant Le Bourgeon,alby-sur-cheran,Bib Gourmand,use:ve_a58543d5a3,high,same tier both years: Bib,
1028,new_venue,,Le Muratore,Évian-les-Bains,,,,,new,high,"no candidate in evian-les-bains, nor anywhere in France holding a Michelin 2025 row",
1030,new_venue,,Au Lion d'Or - Chez Théo,Rosenau,ve_f8977eb5ab,AU LION D'OR,rosenau,Bib Gourmand,use:ve_f8977eb5ab,high,same tier both years: Bib,
1033,review_city,city_not_found,L'Atelier L'Art des Mets,Taillades,,,,,new,high,"no candidate anywhere in France holding a Michelin 2025 row; needs city: Taillades, France",
1034,review_city,city_not_found,La Chartreuse,Le Reposoir,,,,,new,high,"no candidate anywhere in France holding a Michelin 2025 row; needs city: Le Reposoir, France",
1036,new_venue,,Atelier Salone,Salon-de-Provence,,,,,new,high,"no candidate in salon-de-provence, nor anywhere in France holding a Michelin 2025 row",
1038,new_venue,,La Ferme de Victorine,Notre-Dame-de-Bellecombe,ve_900c668573,Restaurant La Ferme de Victorine,notre-dame-de-bellecombe,Bib Gourmand,use:ve_900c668573,high,same tier both years: Bib,
1039,new_venue,,Le Lodge,Samoëns,,,,,new,high,"no candidate in samoens, nor anywhere in France holding a Michelin 2025 row",
1040,new_venue,,Breizh Café Megève,Megève,,,,,new,high,"no candidate in megeve, nor anywhere in France holding a Michelin 2025 row",
1042,review_city,city_not_found,La Table de Pablo,Villars,,,,,new,high,"no candidate anywhere in France holding a Michelin 2025 row; needs city: Villars, France",
1043,new_venue,,Simple et Meilleur,Saint-Martin-de-Belleville,,,,,new,high,"no candidate in saint-martin-de-belleville, nor anywhere in France holding a Michelin 2025 row",
1045,new_venue,,Akashon,Chamonix-Mont-Blanc,ve_152fb62579,Restaurant Akashon,chamonix-mont-blanc,Bib Gourmand,use:ve_152fb62579,high,same tier both years: Bib,
1047,new_venue,,La Petite Verrière,Le Puy-Sainte-Réparade,,,,,new,high,"no candidate in le-puy-sainte-reparade, nor anywhere in France holding a Michelin 2025 row",
1048,new_venue,,Les Galinas,Aix-en-Provence,,,,,new,high,"no candidate in aix-en-provence, nor anywhere in France holding a Michelin 2025 row",
1054,new_venue,,Le Saint Gabriel,Toulon,ve_b4e1d36194,Restaurant Le Saint Gabriel,toulon,Bib Gourmand,use:ve_b4e1d36194,high,same tier both years: Bib,
1055,new_venue,,Le Pastel,Toulon,,,,,new,high,"no candidate in toulon, nor anywhere in France holding a Michelin 2025 row",
1056,new_venue,,La Table,Tourtour,,,,,new,high,"no candidate in tourtour, nor anywhere in France holding a Michelin 2025 row",
1058,new_venue,,Bistrot des Anges,Le Cannet,,,,,new,high,"no candidate in le-cannet, nor anywhere in France holding a Michelin 2025 row",
1062,new_venue,,Chez Davia,Nice,ve_c5a935d49e,Restaurant Chez Davia,nice,Bib Gourmand,use:ve_c5a935d49e,high,same tier both years: Bib,
1063,new_venue,,L'Alchimie,Nice,,,,,new,high,"no candidate in nice, nor anywhere in France holding a Michelin 2025 row",
1069,review_city,city_not_found,A Mandria di Pigna,Pigna,ve_6abba077f0,A Mandria di Pigna,pigna (other city),Bib Gourmand,skip,high,"slug-split city; cities holds pigna (display ""Pigna"") with no country at all, so the row's ""France"" hint drops it; ve_6abba077f0 (A Mandria di Pigna) sits in that same city. Settle the city row first - this batch should not decide which Pigna it is",
1071,new_venue,,U Licettu,Cuttoli,,,,,new,high,"no candidate in cuttoli, nor anywhere in France holding a Michelin 2025 row",
